Date,Precipitacion,Temperatura_Minima,Temperatura_Maxima,Int._del_Viento
2022-03-24,0,"5,6","20,5","9,4"
2022-03-25,0,"4,7","23,5","6,4"
2022-03-26,0,"4,8","29,4","2,9"
2022-03-27,0,"6,9","31,7","4,1"
2022-03-28,0,"9,6",33,"4,2"
2022-03-29,0,"7,6","24,8","7,6"
2022-03-30,0,-1,"18,5","3,1"
2022-03-31,0,"0,2","22,8","2,4"
2022-04-01,0,"3,4","26,6","3,2"
2022-04-02,0,"5,8","26,2","5,4"
2022-04-03,0,"4,4","20,3","7,9"
2022-04-04,0,"1,9","27,6","3,9"
2022-04-05,0,"13,4","29,8","3,9"
2022-04-06,0,"13,7","31,7","3,4"
2022-04-07,0,"13,2","29,9","3,1"
2022-04-08,0,12,"30,5","4,1"
2022-04-09,0,"12,9","31,3","4,1"
2022-04-10,0,"14,1","24,4","5,4"
2022-04-11,"18,7","8,4","18,7","5,1"
2022-04-12,"0,3","5,8","19,3","3,1"
2022-04-13,0,"4,2","24,3","2,9"
2022-04-14,0,"2,4","25,5","4,4"
2022-04-15,0,"7,6",27,"2,8"
2022-04-16,0,"11,1","25,6","2,9"
2022-04-17,0,"7,6","25,9","3,8"
2022-04-18,0,"8,9",28,"4,8"
2022-04-19,0,"9,6","26,9","4,1"
2022-04-20,0,"7,4","22,8","6,8"
2022-04-21,0,"3,3","24,7","2,5"
2022-04-22,"5,6","7,5","18,3",3
2022-04-23,0,5,"28,1","4,9"
2022-04-24,0,"12,9","31,6","4,7"
2022-04-25,0,"11,2",23,"5,7"
2022-04-26,0,"7,8","32,6","7,9"
2022-04-27,0,"1,8","20,5","5,3"
2022-04-28,0,"-0,1","14,8","4,5"
2022-04-29,0,"-1,9","20,4","5,7"
2022-04-30,0,"5,8","21,5","2,4"
2022-05-01,0,"1,4","20,4","3,6"
2022-05-02,0,"0,2","21,2","3,8"
2022-05-03,0,"-0,9","23,3","3,2"
2022-05-04,0,"3,8","27,6","3,1"
2022-05-05,0,"4,1","27,3","3,6"
2022-05-06,0,"7,3",26,"3,2"
2022-05-07,0,"5,3",27,"4,9"
2022-05-08,0,"9,2","26,9","3,6"
2022-05-09,0,"8,6","24,3","2,7"
2022-05-10,0,"6,8","22,9","2,6"
2022-05-11,0,"7,9","24,5","3,2"
2022-05-12,0,"10,6","23,6","5,5"
2022-05-13,0,"7,7","18,1","4,1"
2022-05-14,"0,1","7,4","12,8","3,4"
2022-05-15,"0,1",0,"15,7","3,8"
2022-05-16,0,"-2,8","14,2","3,2"
2022-05-17,0,"-3,1","13,7","2,7"
2022-05-18,0,"-6,1","18,4","3,3"
2022-05-19,0,"1,2","19,7","3,3"
2022-05-20,0,"1,9","22,8","2,3"
2022-05-21,0,"1,4","22,3","2,9"
2022-05-22,0,"4,1","25,3","4,4"
2022-05-23,0,"3,6","16,1","2,3"
2022-05-24,0,"2,1","12,9","3,8"
2022-05-25,0,"3,9","10,5",5
2022-05-26,0,"5,5","15,7","3,5"
2022-05-27,0,0,"13,7","2,1"
2022-05-28,"0,5","5,8","16,9","2,6"
2022-05-29,"0,1","-3,3","11,4",3
2022-05-30,0,"-2,1","11,7","2,8"
2022-05-31,0,"-3,7","13,7","2,9"
2022-06-01,0,"-1,2",14,"2,5"
2022-06-02,0,"-3,2","14,7","2,7"
2022-06-03,0,1,"16,2","5,3"
2022-06-04,0,"5,8","19,3","5,1"
2022-06-05,0,"2,8","17,9","2,8"
2022-06-06,0,"2,8","22,5","3,3"
2022-06-07,0,"3,4","24,4","4,3"
2022-06-08,0,"2,3","22,3","2,7"
2022-06-09,0,"-0,3","16,6","4,7"
2022-06-10,0,"-5,5","15,6","3,2"
2022-06-11,0,"2,5","22,8","3,7"
2022-06-12,0,"0,8","23,9","3,7"
2022-06-13,0,"7,5","24,6","5,9"
2022-06-14,0,"2,5","16,7","2,7"
2022-06-15,0,"-0,7","17,2","3,4"
2022-06-16,0,"-2,7","15,5",3
2022-06-17,0,"0,5","17,3","3,6"
2022-06-18,0,"-1,2","20,6","4,3"
2022-06-19,0,"3,2","18,5","4,1"
2022-06-20,0,"-0,6","17,9","2,6"
2022-06-21,0,"-2,6","8,1","3,5"
2022-06-22,"0,9","2,2","6,3","5,3"
2022-06-23,0,1,"10,2","3,7"
2022-06-24,0,"-3,4","12,6","3,6"
2022-06-25,0,"1,5","11,6","4,3"
2022-06-26,0,"2,9","10,9","2,8"
2022-06-27,0,6,"12,8","1,9"
2022-06-28,0,"3,4","21,7","5,2"
2022-06-29,0,"10,1","24,7","6,2"
2022-06-30,0,-2,"15,4","4,8"
2022-07-01,0,"5,8","18,4","5,8"
2022-07-02,0,"-1,9","12,9","3,3"
2022-07-03,0,"0,8","17,1","3,5"
2022-07-04,0,"1,2","19,4","3,7"
2022-07-05,0,"-3,5","21,8","3,3"
2022-07-06,0,"4,2","21,2","4,5"
2022-07-07,0,"-2,4","14,9","5,3"
2022-07-08,0,"3,3","18,3","3,9"
2022-07-09,0,"-1,1","20,3","3,6"
2022-07-10,0,"1,1","14,7","4,6"
2022-07-11,0,"-3,5","9,8","3,6"
2022-07-12,0,-4,"18,1","5,1"
2022-07-13,0,"1,9","17,5","5,4"
2022-07-14,0,"-3,2","14,7","5,1"
2022-07-15,0,"2,7","4,9","4,5"
2022-07-16,1,"0,6","8,2","4,9"
2022-07-17,"0,1","-3,9","16,6","5,5"
2022-07-18,0,"-2,1","13,7","3,9"
2022-07-19,0,"-3,4","20,5",4
2022-07-20,"0,1","1,3","22,9",5
2022-07-21,0,"-0,4","18,4","5,5"
2022-07-22,0,"2,6","22,1","4,1"
2022-07-23,0,"6,8","24,8","3,2"
2022-07-24,"0,4","12,3","14,3",3
2022-07-25,"0,3","11,9","15,1","3,8"
2022-07-26,"0,8","10,3","12,3","3,4"
2022-07-27,"0,3","7,3",10,"4,9"
2022-07-28,"0,1","1,8","15,7","5,8"
2022-07-29,0,"3,4","23,2","3,8"
2022-07-30,0,"4,3","21,6",4
2022-07-31,0,"2,3","21,5",3
2022-08-01,0,"3,4",25,"4,1"
2022-08-02,0,"5,1","20,5","4,8"
2022-08-03,0,"5,7","15,5","3,2"
2022-08-04,0,"4,4",18,"2,2"
2022-08-05,0,"2,3","21,2","3,8"
2022-08-06,0,"3,5","14,7","5,1"
2022-08-07,12,"-0,2","10,2","4,9"
2022-08-08,"11,9","5,1","6,7","3,5"
2022-08-09,"0,2",4,"14,8","3,9"
2022-08-10,0,"2,6","20,7","5,7"
2022-08-11,0,"2,4","21,1","3,2"
2022-08-12,0,"2,4","22,3","2,4"
2022-08-13,0,"3,1",27,"4,9"
2022-08-14,0,"7,1","23,9","4,3"
2022-08-15,0,"5,3",15,"2,8"
2022-08-16,0,"5,2","24,1","4,7"
2022-08-17,0,"1,6","14,4","6,1"
2022-08-18,0,-2,"13,8",5
2022-08-19,0,"0,8","21,4","3,1"
2022-08-20,0,"5,7",25,"5,3"
2022-08-21,0,"4,1","20,2","3,8"
2022-08-22,0,1,"23,6","5,4"
2022-08-23,0,"5,7","25,5","4,1"
2022-08-24,0,"5,7","27,9","2,7"
2022-08-25,0,"4,7","23,2","3,7"
2022-08-26,0,0,"26,1","3,9"
2022-08-27,0,"0,1","17,2","5,8"
2022-08-28,0,"-5,3","17,4",4
2022-08-29,0,"2,2","24,3","4,5"
2022-08-30,0,"5,2","24,8","4,9"
2022-08-31,0,"3,3",24,"4,2"
2022-09-01,0,4,"21,3","7,7"
2022-09-02,0,"-1,7",18,"2,5"
2022-09-03,0,"-1,2","24,5","2,8"
2022-09-04,0,"9,2","26,1","4,5"
2022-09-05,0,"5,4","28,3","3,1"
2022-09-06,0,"2,3","29,1","5,7"
2022-09-07,0,0,"32,4","5,8"
2022-09-08,0,0,"16,1","7,6"
2022-09-09,0,"-2,4","16,6","3,4"
2022-09-10,0,"-1,5","22,8","3,3"
2022-09-11,0,"3,3","23,1","5,1"
2022-09-12,0,"4,3","23,6","3,3"
2022-09-13,0,2,"23,3","3,8"
2022-09-14,0,"3,1","26,7","4,1"
2022-09-15,0,"4,7","27,7","6,2"
2022-09-16,0,"11,6",29,"7,2"
2022-09-17,0,"13,9",26,"6,6"
2022-09-18,0,"6,7","12,9",6
2022-09-19,"0,2","5,3","14,1","4,9"
2022-09-20,"6,2","4,7","12,4","4,6"
2022-09-21,0,"1,2","13,3","4,1"
2022-09-22,0,"0,1","20,9","5,7"
2022-09-23,0,"3,3","25,5","2,9"
2022-09-24,0,"7,9","26,7","5,2"
2022-09-25,"10,1","5,4","16,1","3,8"
2022-09-26,"0,1","5,4",24,"3,3"
2022-09-27,"4,1","7,5","16,5","4,5"
2022-09-28,0,0,"17,9","3,4"
2022-09-29,"0,3","10,2","21,7","2,9"
2022-09-30,0,"6,1","25,4","2,5"
2022-10-01,0,"8,1","28,7","3,3"
2022-10-02,0,"7,7",30,"3,5"
2022-10-03,0,14,"29,8","5,7"
2022-10-04,0,"15,4","30,1","5,2"
2022-10-05,"9,6","9,8","17,6","7,7"
2022-10-06,"0,1","7,6","25,3",4
2022-10-07,0,"7,8","31,8","4,7"
2022-10-08,0,"2,6","20,3","9,7"
2022-10-09,0,"0,1","20,9","2,6"
2022-10-10,0,"3,3","23,8","4,9"
2022-10-11,0,"8,1","27,3","3,5"
2022-10-12,0,"6,9","29,9","5,3"
2022-10-13,0,"7,3","19,4","7,9"
2022-10-14,0,"8,4",23,"6,7"
2022-10-15,0,"1,2","24,1","4,1"
2022-10-16,0,"4,2","26,3","6,3"
2022-10-17,0,"13,3","23,6","6,3"
2022-10-18,0,"13,6","21,5",4
2022-10-19,"9,8","11,6","17,7","2,7"
2022-10-20,"0,2","10,3",26,"4,8"
2022-10-21,0,"6,7","27,7",11
2022-10-22,0,"6,8",19,"3,8"
2022-10-23,0,"6,5","29,9","3,7"
2022-10-24,0,"16,4","33,1","3,8"
2022-10-25,"4,6","15,7","35,2","7,6"
2022-10-26,"0,6","13,2","27,2","4,2"
2022-10-27,0,"7,9",32,3
2022-10-28,0,"20,3","33,7","5,9"
2022-10-29,0,"12,8","30,5","4,4"
2022-10-30,0,"10,4","20,8","9,7"
2022-10-31,0,0,18,"2,6"
2022-11-01,0,"2,3","25,6","2,1"
2022-11-02,0,"3,9","30,1","4,4"
2022-11-03,0,"7,9","30,4","4,4"
2022-11-04,0,"10,6","30,3","5,4"
2022-11-05,0,"11,5","32,9","4,3"
2022-11-06,0,"11,6",33,"5,3"
2022-11-07,0,"11,4",33,"4,3"
2022-11-08,0,"15,5",33,"5,6"
2022-11-09,0,"16,4","33,1","5,1"
2022-11-10,0,"14,9","29,8","9,5"
2022-11-11,"16,3",15,"22,1","5,2"
2022-11-12,"8,4","13,7","23,9","5,7"
2022-11-13,"17,4","10,7","21,6","6,2"
2022-11-14,0,"9,7","27,4","3,8"
2022-11-15,0,"10,4","34,2",2
2022-11-16,0,"14,7","36,7",7
2022-11-17,"0,1","17,3","36,5","8,3"
2022-11-18,0,"15,5","35,2","7,8"
2022-11-19,"6,5","16,7","32,7",5
2022-11-20,"34,4","13,7","21,5","6,3"
2022-11-21,0,"9,1","22,8","3,1"
2022-11-22,0,"6,9","28,3","2,3"
2022-11-23,0,"15,1","36,1","4,1"
2022-11-24,0,"14,7","36,6","6,3"
2022-11-25,0,"16,9","38,4","4,3"
2022-11-26,0,"18,6","39,1","5,4"
2022-11-27,0,"20,5","39,3","3,8"
2022-11-28,0,18,"37,7","3,3"
2022-11-29,0,0,"35,2","4,5"
2022-11-30,"27,2","16,7","27,3","6,4"
2022-12-01,"7,5","14,2","25,9","4,1"
2022-12-02,0,"12,8","31,2","2,8"
2022-12-03,0,"13,4","34,3","2,9"
2022-12-04,0,"17,9",35,"4,5"
2022-12-05,0,"17,3","38,6","6,3"
2022-12-06,0,0,"36,1","4,3"
2022-12-07,"1,3",0,"38,3","5,1"
2022-12-08,0,"19,7","35,5","5,6"
2022-12-09,0,"22,2","36,9","6,8"
2022-12-10,0,"20,9","36,6","4,2"
2022-12-11,0,"18,4","35,3","5,3"
2022-12-12,"0,1","15,1","30,3","6,1"
2022-12-13,0,"13,1","34,6","4,2"
2022-12-14,"0,7","18,2",40,"8,4"
2022-12-15,0,"18,3","30,1","5,1"
2022-12-16,0,"16,7","32,6","5,1"
2022-12-17,0,"11,8","29,4","3,6"
2022-12-18,0,"15,9","31,5","5,6"
2022-12-19,0,15,"34,7","4,4"
2022-12-20,0,"17,2","37,2","4,3"
2022-12-21,"6,5","20,6","36,4","7,9"
2022-12-22,"16,2",18,"34,5","7,9"
2022-12-23,"6,8","17,3","25,5","9,3"
2022-12-24,0,"12,2","24,7","4,1"
2022-12-25,0,"12,2","26,8","2,9"
2022-12-26,0,"9,4","30,4","1,7"
2022-12-27,0,"17,4","32,8","5,5"
2022-12-28,0,"16,4","30,7","4,8"
2022-12-29,0,"10,2","33,4","2,9"
2022-12-30,0,"16,6","36,8","4,5"
2022-12-31,"36,3","17,5","32,9","6,7"
2023-01-01,"24,8","16,6","24,2","6,8"
2023-01-02,"3,3","13,8","30,3","4,5"
2023-01-03,"0,4","15,4","28,5","4,6"
2023-01-04,0,"13,7","32,7","2,8"
2023-01-05,0,"13,4","36,1","3,5"
2023-01-06,0,"16,5","36,5","3,9"
2023-01-07,0,"17,3","36,9",3
2023-01-08,0,"18,1","36,4","3,4"
2023-01-09,0,"17,7","36,5","3,8"
2023-01-10,4,"19,2","35,2","5,5"
2023-01-11,"2,3","17,3","28,3",4
2023-01-12,"19,5","15,6","25,3","3,4"
2023-01-13,0,"12,9","30,1","2,7"
2023-01-14,0,"13,9","33,7","4,4"
2023-01-15,0,"16,1","32,1","4,4"
2023-01-16,0,"19,4","33,7","3,8"
2023-01-17,"28,2","16,1","24,7","5,8"
2023-01-18,2,"16,5","29,7","3,1"
2023-01-19,0,"18,6","34,2","3,4"
2023-01-20,0,"20,5","26,7","6,7"
2023-01-21,0,"16,6","32,7","2,6"
2023-01-22,"0,8","16,8","26,5","2,1"
2023-01-23,0,"16,2","36,1","4,2"
2023-01-24,"5,5",18,33,"7,5"
2023-01-25,0,18,"32,2","3,1"
2023-01-26,26,"18,3",33,"4,8"
2023-01-27,"73,7","18,8","26,5","4,4"
2023-01-28,0,"13,6","29,6","5,6"
2023-01-29,0,"19,6","29,3","2,5"
2023-01-30,"0,4","20,4","31,2","3,7"
2023-01-31,"1,5","19,4",33,"3,9"
2023-02-01,"78,5","16,6","23,9","5,2"
2023-02-02,0,"15,6","27,2","3,3"
2023-02-03,0,"14,6","26,6","3,8"
2023-02-04,0,"11,9","28,1",5
2023-02-05,0,"12,7","33,8",3
2023-02-06,0,"17,6","34,3",3
2023-02-07,0,"16,7","34,5","4,2"
2023-02-08,"8,7","18,1","31,3","5,2"
2023-02-09,0,"15,8","33,9","3,5"
2023-02-10,0,"17,4","35,9","4,5"
2023-02-11,0,"16,4","36,8","2,7"
2023-02-12,"25,2","19,1","38,9","7,1"
2023-02-13,"17,6","19,2",27,"4,3"
2023-02-14,0,"17,8","26,2","4,3"
2023-02-15,"21,6","12,2","32,2","4,4"
2023-02-16,"0,1","11,3","20,7","6,7"
2023-02-17,0,"3,9","16,1","6,3"
2023-02-18,0,"1,4","24,8","3,1"
2023-02-19,0,"9,4","29,6","3,2"
2023-02-20,0,"10,2","30,3","4,1"
2023-02-21,0,"12,5","32,9","4,1"
2023-02-22,"21,2","16,7","30,7","5,7"
2023-02-23,0,"11,1","29,7","2,9"
2023-02-24,0,"13,7","31,4","3,2"
2023-02-25,0,"15,8",31,"4,2"
2023-02-26,0,11,"27,9","2,9"
2023-02-27,0,"10,7","33,1","2,9"
2023-02-28,0,"15,4",36,"3,6"
2023-03-01,0,"19,7","33,7","4,6"
2023-03-02,0,"17,1",35,"3,1"
2023-03-03,0,"17,6","36,4","3,4"
2023-03-04,0,"17,2",33,"2,7"
2023-03-05,0,"16,7",37,"4,6"
2023-03-06,57,"13,9","30,8","10,9"
2023-03-07,"0,3","12,9",29,"3,4"
2023-03-08,0,"15,1","32,4","3,9"
2023-03-09,0,"15,9","35,1","3,2"
2023-03-10,0,"17,6","29,3","4,7"
2023-03-11,0,"18,4","36,4","3,9"
2023-03-12,0,"21,1","33,7","3,7"
2023-03-13,"4,1","19,7","28,3","4,5"
2023-03-14,"52,9","18,3","28,5","4,4"
2023-03-15,0,18,32,"3,7"
2023-03-16,0,"18,4",32,"4,7"
2023-03-17,0,"17,1","32,1","4,2"
2023-03-18,0,"16,2","32,6","4,8"
2023-03-19,"0,2","17,3","21,8","3,4"
2023-03-20,"0,4","16,5","19,3","3,7"
2023-03-21,"38,3","14,7","18,8","4,1"
2023-03-22,"17,2","14,9","23,3","3,7"
2023-03-23,"1,2","18,8","21,8","2,9"
2023-03-24,"10,3","18,5","23,1","3,3"
2023-03-25,"0,1","17,7","25,9","4,7"
2023-03-26,0,11,25,"4,6"
2023-03-27,0,"15,3","28,1","5,5"
2023-03-28,0,"21,4","31,5","6,4"
2023-03-29,0,"12,1","22,2","5,4"
2023-03-30,0,"11,3","26,3","3,7"
2023-03-31,0,"10,6","18,2","5,2"
2023-04-01,0,"9,3","27,5","3,3"
2023-04-02,0,"18,4","23,7","3,8"
2023-04-03,0,"13,9","23,8",3
2023-04-04,0,"11,6","26,2","4,8"
2023-04-05,0,"14,4","28,4","2,7"
2023-04-06,0,13,"27,9","3,2"
2023-04-07,"19,1","13,2","27,5",7
2023-04-08,0,12,"30,3","4,3"
2023-04-09,0,"15,5","30,1","5,2"
2023-04-10,0,0,"28,4","2,5"
2023-04-11,0,0,"26,9",3
2023-04-12,"34,1",0,"18,5","2,8"
2023-04-13,"2,7",0,"11,4","4,3"
2023-04-14,"0,6",0,"14,8","3,2"
2023-04-15,"0,2",0,"16,4","0,2"
2023-04-16,0,0,"17,7","0,3"
2023-04-17,"0,1",0,"19,4","0,3"
2023-04-18,0,0,"4,6","0,1"
2023-04-19,0,0,0,0
2023-04-20,0,0,0,0
2023-04-21,0,0,"22,7",4
2023-04-22,0,"6,8","22,3","2,9"
2023-04-23,0,"7,4","21,4","3,6"
2023-04-24,0,"9,9","22,9","1,8"
2023-04-25,0,"10,3","25,3","2,8"
2023-04-26,0,0,"27,2","2,9"
2023-04-27,0,0,0,0
2023-04-28,0,"10,1","30,1","8,8"
2023-04-29,0,"15,2","28,7","7,9"
2023-04-30,0,0,19,6
2023-05-01,0,"-0,5","20,6","4,1"
2023-05-02,0,"2,5","20,9","3,7"
2023-05-03,0,"3,1","21,9","2,9"
2023-05-04,0,"3,8","23,4","2,6"
2023-05-05,0,"5,9","20,6","3,5"
2023-05-06,0,"6,1","21,3",2
2023-05-07,0,"8,1","24,9","3,9"
2023-05-08,0,"4,1","21,2","2,7"
2023-05-09,0,"6,3","26,2","4,6"
2023-05-10,0,"4,5","21,2","4,1"
2023-05-11,0,"9,4","24,6","3,2"
2023-05-12,0,"9,9","27,8","4,2"
2023-05-13,0,"10,4","27,4","3,4"
2023-05-14,0,"12,1",29,"4,8"
2023-05-15,0,"12,1","29,8","5,1"
2023-05-16,0,15,"29,3","6,4"
2023-05-17,3,"10,8","21,7","8,8"
2023-05-18,"0,2","3,5","19,3","4,2"
2023-05-19,0,"12,1","21,4","5,1"
2023-05-20,0,"8,4","18,1","5,6"
2023-05-21,0,"6,7","24,2","4,8"
2023-05-22,0,"9,6","18,2","3,3"
2023-05-23,0,"5,6","24,6","4,5"
2023-05-24,0,"8,4","22,9","4,3"
2023-05-25,0,15,"16,1","4,1"
2023-05-26,"0,3","12,3","19,6","4,2"
2023-05-27,0,"1,4","12,2","7,1"
2023-05-28,0,"-2,1","19,5","3,7"
2023-05-29,0,"6,2","19,5","3,5"
2023-05-30,0,"5,8","20,7","2,9"
2023-05-31,0,"5,8","21,1","2,5"
2023-06-01,0,"4,8","22,4",6
2023-06-02,0,"9,7","22,7",5
2023-06-03,0,"9,2","22,9","4,1"
2023-06-04,0,"8,3","16,3","4,2"
2023-06-05,0,"5,6","24,6","4,8"
2023-06-06,0,"9,3","24,9","5,4"
2023-06-07,0,"9,3",18,"2,6"
2023-06-08,0,"7,1","27,5","4,7"
2023-06-09,0,"8,3","20,8","5,4"
2023-06-10,0,"-0,6","10,8","5,8"
2023-06-11,0,"-5,9","12,8","2,5"
2023-06-12,0,-6,"11,8","2,8"
2023-06-13,0,"-5,4","16,9","3,1"
2023-06-14,0,"0,3","18,6",3
2023-06-15,0,-2,"18,2","2,4"
2023-06-16,0,"-4,7","15,1","4,6"
2023-06-17,0,"-0,4","11,5","3,2"
2023-06-18,0,"-3,3","17,1",6
2023-06-19,"2,4","3,2","8,1","4,3"
2023-06-20,"0,1","4,7","9,8","2,8"
2023-06-21,1,"4,9","15,6","1,8"
2023-06-22,0,"1,4","16,5","2,2"
2023-06-23,0,"5,6","19,7","3,5"
2023-06-24,0,"3,9","23,8","5,6"
2023-06-25,0,"-0,3","23,5",2
2023-06-26,0,"5,2",18,"6,2"
2023-06-27,0,"0,8","15,7","4,8"
2023-06-28,0,"-2,4","15,7","4,2"
2023-06-29,0,"4,5","20,2","4,1"
2023-06-30,0,"-2,1","20,3","4,4"
2023-07-01,0,"3,6","21,9","2,7"
2023-07-02,0,"4,6","21,7","4,2"
2023-07-03,0,9,"21,7","3,2"
2023-07-04,0,"9,5",24,"3,8"
2023-07-05,0,"9,2","17,6","5,8"
2023-07-06,0,"5,7","14,3","4,6"
2023-07-07,0,"3,8",16,"5,4"
2023-07-08,0,"0,6","19,8","3,9"
2023-07-09,"0,3","5,1","11,8","3,3"
2023-07-10,"3,7","4,2","10,1","4,8"
2023-07-11,"4,8","4,2","7,6","4,5"
2023-07-12,2,"4,1","6,4","4,4"
2023-07-13,0,"0,6","9,4",3
2023-07-14,"0,1","-1,1",16,"3,9"
2023-07-15,0,"-1,9","11,6","2,4"
2023-07-16,0,-4,"8,1","2,8"
2023-07-17,0,"-1,1","10,3","4,8"
2023-07-18,0,"-2,8","16,4","4,5"
2023-07-19,0,"8,3","17,3","6,9"
2023-07-20,0,"1,6","21,2","5,2"
2023-07-21,0,"5,6","26,5","3,4"
2023-07-22,0,"2,4","17,2","6,6"
2023-07-23,0,"-0,5","13,3","4,9"
2023-07-24,0,"3,7","14,1","4,8"
2023-07-25,0,"-0,5","17,4","3,8"
2023-07-26,0,"-0,9","15,5","3,5"
2023-07-27,0,"-1,2","19,2","4,4"
2023-07-28,0,"-0,1",21,"3,2"
2023-07-29,0,"11,2","26,3","5,8"
2023-07-30,0,8,23,"3,3"
2023-07-31,0,"5,3","27,9","5,6"
2023-08-01,0,"7,7","27,8","4,4"
2023-08-02,0,"7,8","19,5",6
2023-08-03,0,"7,9","22,1","5,6"
2023-08-04,0,"1,4","19,4","3,4"
2023-08-05,0,"1,9",26,"3,1"
2023-08-06,0,"3,7","21,5","6,3"
2023-08-07,0,"-3,7","15,7","6,1"
2023-08-08,0,"3,5",22,"3,3"
2023-08-09,0,1,"22,8","3,2"
2023-08-10,0,3,21,"7,9"
2023-08-11,0,"0,6","13,6","3,5"
2023-08-12,0,"-3,6",14,3
2023-08-13,0,"1,8","26,2","3,9"
2023-08-14,0,"10,9","29,3","4,2"
2023-08-15,0,9,"27,7","4,6"
2023-08-16,0,"7,1","23,2","4,6"
2023-08-17,0,"7,8","10,9","4,5"
2023-08-18,0,5,"14,7","4,4"
2023-08-19,0,2,"20,7","3,8"
2023-08-20,0,4,"17,5","4,8"
2023-08-21,0,"5,9","28,4",6
2023-08-22,0,"7,3","14,4","6,2"
2023-08-23,0,"7,4","13,2","3,1"
2023-08-24,0,"5,7","9,5","3,7"
2023-08-25,"0,6","1,8",14,"2,2"
2023-08-26,"0,3","-2,1","9,7","5,2"
2023-08-27,0,-1,"20,2","4,1"
2023-08-28,0,"5,2","24,4","7,6"
2023-08-29,0,"3,7","23,4","3,5"
2023-08-30,0,"11,1","25,2","7,1"
2023-08-31,0,"4,4","25,1","6,1"
2023-09-01,0,"4,4","25,9","3,8"
2023-09-02,0,"6,1","17,2","5,1"
2023-09-03,0,"4,8",9,"3,3"
2023-09-04,"0,1","7,5","13,6","5,7"
2023-09-05,0,"7,2","19,6",5
2023-09-06,0,"9,8","15,2","4,7"
2023-09-07,"0,9","3,1","16,3","6,9"
2023-09-08,0,"-0,7","15,1","5,2"
2023-09-09,0,"2,7",26,"4,7"
2023-09-10,0,"13,8","28,5","4,3"
2023-09-11,0,"6,2","21,1","8,9"
2023-09-12,0,"1,8",15,"4,8"
2023-09-13,0,"-3,6","20,6","3,9"
2023-09-14,0,"7,6","28,1","6,3"
2023-09-15,0,"13,3","33,9","6,7"
2023-09-16,0,"11,3","22,4","6,2"
2023-09-17,0,"8,1","18,4","7,2"
2023-09-18,0,"-2,9","17,4","5,4"
2023-09-19,0,"0,9",23,"5,8"
2023-09-20,0,"0,8","24,6","6,4"
2023-09-21,0,"6,8","28,1","5,3"
2023-09-22,0,"14,6","23,6","6,1"
2023-09-23,0,"11,1","16,2","4,1"
2023-09-24,0,0,"15,6","6,3"
2023-09-25,0,"10,2","20,8","6,6"
2023-09-26,0,"1,5","19,6","6,6"
2023-09-27,0,"0,3","26,3","4,1"
2023-09-28,0,"9,1","23,2","7,3"
2023-09-29,0,8,"18,6","4,6"
2023-09-30,0,"7,8",25,"5,4"
2023-10-01,0,"12,6","29,2","5,3"
2023-10-02,0,13,"30,4","6,1"
2023-10-03,"5,5","4,6","18,8","7,6"
2023-10-04,"0,1","2,9","20,1","3,2"
2023-10-05,0,"5,7","26,1","4,7"
2023-10-06,0,"7,1",22,"5,2"
2023-10-07,0,"1,4",26,"4,4"
2023-10-08,0,11,"29,3","4,9"
2023-10-09,0,8,"32,5","6,5"
2023-10-10,0,"16,5","27,9","7,2"
2023-10-11,0,"6,9","16,5","4,9"
2023-10-12,0,"3,2","21,6","4,8"
2023-10-13,0,"1,1","26,3","3,7"
2023-10-14,0,"8,4","28,3","4,9"
2023-10-15,0,"6,4",32,"4,3"
2023-10-16,0,"14,1","25,4","6,4"
2023-10-17,0,"8,8","23,4","6,8"
2023-10-18,"1,9","8,1","15,4",5
2023-10-19,0,"2,9",27,"3,5"
2023-10-20,0,"7,1","32,9","4,7"
2023-10-21,26,15,"33,6",9
2023-10-22,"11,1","15,8","21,4","5,3"
2023-10-23,"5,2","13,3","16,8","5,5"
2023-10-24,"0,5","11,5","17,2","3,7"
2023-10-25,0,"12,4","16,4","3,9"
2023-10-26,"5,4","11,5","23,5","5,7"
2023-10-27,"0,1","11,5","23,6","6,3"
2023-10-28,0,"7,6","32,6","5,9"
2023-10-29,0,12,26,"5,1"
2023-10-30,0,"9,6","17,6","8,4"
2023-10-31,0,"9,8","21,3","8,2"
2023-11-01,"4,6","7,2","10,6","7,4"
2023-11-02,"9,7","2,5","9,1","5,2"
2023-11-03,0,"1,7","21,9",5
2023-11-04,0,"4,1","28,8",4
2023-11-05,0,"13,8","30,5","5,3"
2023-11-06,0,"14,2","36,6","5,1"
2023-11-07,0,"18,4","31,6","7,8"
2023-11-08,0,"7,4","26,1","3,9"
2023-11-09,0,"10,5","31,9","6,1"
2023-11-10,"4,3","15,1","33,6","7,7"
2023-11-11,0,"11,5","28,5","5,9"
2023-11-12,0,"10,2","18,9","7,2"
2023-11-13,0,"6,9","22,2","4,3"
2023-11-14,0,"4,4","28,6","5,9"
2023-11-15,"13,5","12,9","27,1","5,1"
2023-11-16,0,"8,3",27,"3,7"
2023-11-17,0,"16,8","30,3","5,3"
2023-11-18,0,11,"22,5","4,4"
2023-11-19,0,"6,2",33,"3,8"
2023-11-20,0,"21,8","35,1","4,7"
2023-11-21,0,"17,4","25,9",6
2023-11-22,0,13,"30,8","5,9"
2023-11-23,"6,4","17,1","28,7","4,3"
