Date,Precipitacion,Temperatura_Minima,Temperatura_Maxima,Int._del_Viento
2020-07-25,0,"-3,9","17,9","4,6"
2020-07-26,0,"5,3",22,"5,1"
2020-07-27,0,"-3,8","12,4","4,7"
2020-07-28,0,"-5,8","13,5","2,9"
2020-07-29,0,"-1,2",19,"3,2"
2020-07-30,0,"3,3",21,"6,9"
2020-07-31,0,"1,6","20,2","3,1"
2020-08-01,0,"2,5","26,3","7,8"
2020-08-02,0,4,"19,8","4,9"
2020-08-03,0,"4,8","29,7","6,9"
2020-08-04,0,9,"30,9","5,1"
2020-08-05,0,"8,1","22,1","4,2"
2020-08-06,0,"7,1","13,3","4,5"
2020-08-07,0,"3,1","16,2","3,3"
2020-08-08,0,"-0,2","22,9","3,8"
2020-08-09,0,"5,5","27,7",3
2020-08-10,0,"-1,2","17,3","9,1"
2020-08-11,0,"-6,8","13,6","2,8"
2020-08-12,0,"-2,1","18,7","3,1"
2020-08-13,0,"1,2","21,8","4,5"
2020-08-14,0,"-0,8",17,"9,1"
2020-08-15,0,-3,"17,8","3,5"
2020-08-16,0,"-1,9",23,"4,8"
2020-08-17,0,"-1,3","22,8","4,3"
2020-08-18,0,"4,9","16,3","5,8"
2020-08-19,0,"-4,9","9,3","5,2"
2020-08-20,0,"-7,1","14,9","3,5"
2020-08-21,0,"-2,5",21,4
2020-08-22,0,"-0,2","22,6","5,9"
2020-08-23,0,"1,3","24,9","6,8"
2020-08-24,0,"1,8","28,1","5,6"
2020-08-25,0,8,"24,6","5,9"
2020-08-26,"0,2","3,9","18,2","4,8"
2020-08-27,0,"-2,2","22,2","7,7"
2020-08-28,0,"2,5","26,2","3,3"
2020-08-29,0,"4,6","15,9","6,3"
2020-08-30,0,"1,9","18,8","4,4"
2020-08-31,0,"2,2","14,9",6
2020-09-01,0,"6,5","13,5",8
2020-09-02,0,"3,2","13,9","4,8"
2020-09-03,0,"-2,1",22,"3,7"
2020-09-04,0,5,"16,5","4,8"
2020-09-05,0,"4,8",21,"8,7"
2020-09-06,"0,2","4,4","11,5","3,3"
2020-09-07,"0,1","0,2","20,7","4,2"
2020-09-08,0,"5,4","25,7",7
2020-09-09,0,"8,4","23,1","5,1"
2020-09-10,0,"5,1","30,2","5,5"
2020-09-11,0,"5,3","17,3","4,3"
2020-09-12,0,"0,2","27,2","2,9"
2020-09-13,0,"4,2","20,3","4,2"
2020-09-14,0,-3,"24,2","5,1"
2020-09-15,0,"8,7","26,1","4,7"
2020-09-16,0,7,"24,6","3,1"
2020-09-17,0,"8,9","32,5","3,7"
2020-09-18,0,"5,1",22,"3,7"
2020-09-19,0,"3,7","16,7","4,6"
2020-09-20,0,"-2,5","22,7","3,5"
2020-09-21,0,"2,6","26,3","4,1"
2020-09-22,0,"11,8","28,6",7
2020-09-23,0,"9,5","30,6","5,9"
2020-09-24,0,9,"34,3","4,8"
2020-09-25,"7,9",13,"20,9","6,3"
2020-09-26,"0,7","7,7","16,1","8,9"
2020-09-27,0,"6,2","21,3","7,7"
2020-09-28,0,"4,7","27,1","4,1"
2020-09-29,0,"12,1","31,3","6,2"
2020-09-30,0,"7,5","25,2","6,5"
2020-10-01,0,"2,7","19,1","4,4"
2020-10-02,0,5,"18,3",9
2020-10-03,0,"6,5","16,3","8,4"
2020-10-04,0,"2,8","16,2","6,5"
2020-10-05,0,"-1,5","21,2","4,2"
2020-10-06,0,"5,1","28,1",4
2020-10-07,0,"7,8","23,5","4,1"
2020-10-08,0,11,"27,4","5,8"
2020-10-09,0,"5,5","26,2",3
2020-10-10,0,"5,3","33,8",11
2020-10-11,0,"4,5","23,9","5,3"
2020-10-12,0,"4,7","29,6","3,8"
2020-10-13,0,"9,5","33,1","4,4"
2020-10-14,0,"14,5","29,3","3,1"
2020-10-15,0,"16,7",28,"4,4"
2020-10-16,0,"10,8","33,8","4,8"
2020-10-17,0,"21,6","36,8","4,3"
2020-10-18,0,"21,5","38,5","7,3"
2020-10-19,0,"13,3","21,8","5,5"
2020-10-20,0,12,"16,5",7
2020-10-21,"0,5","10,5","18,3","6,7"
2020-10-22,"1,2",11,"15,7","2,9"
2020-10-23,0,"13,9","24,3","5,4"
2020-10-24,"5,8","12,5","30,3","7,1"
2020-10-25,"14,8","7,9",17,"8,9"
2020-10-26,0,5,"26,9","4,6"
2020-10-27,0,"11,5","29,8","7,8"
2020-10-28,0,"8,2","20,2","8,9"
2020-10-29,0,"3,9","20,6","4,5"
2020-10-30,0,10,26,"5,2"
2020-10-31,0,"6,8","29,8","5,7"
2020-11-01,0,"8,6","31,4",5
2020-11-02,0,"7,2","32,2","4,7"
2020-11-03,0,"10,7","34,5","5,4"
2020-11-04,0,"19,2","34,4","5,2"
2020-11-05,0,"14,4","26,1","5,8"
2020-11-06,0,14,"30,9","6,7"
2020-11-07,0,"14,7",32,"5,7"
2020-11-08,0,"17,2","28,9","4,7"
2020-11-09,0,"12,9","30,3","4,7"
2020-11-10,"10,4","14,1","26,4","7,4"
2020-11-11,0,"15,1","29,5","3,5"
2020-11-12,"8,4","15,6","33,5","7,4"
2020-11-13,"6,4","16,5","30,6",7
2020-11-14,"40,3","9,4","16,1","7,5"
2020-11-15,"0,1","7,6","24,8","3,7"
2020-11-16,"11,8","10,8","27,6",5
2020-11-17,0,"11,6","27,1",4
2020-11-18,0,"13,1",28,"3,9"
2020-11-19,0,11,"28,3","4,9"
2020-11-20,"1,6","14,6","29,4","3,9"
2020-11-21,9,"14,1","27,7","3,8"
2020-11-22,0,"14,6","34,1","5,2"
2020-11-23,"0,6","18,4","35,7","6,3"
2020-11-24,"1,3","18,4","23,2","6,9"
2020-11-25,0,17,29,"3,9"
2020-11-26,0,"14,5","25,5","6,2"
2020-11-27,0,"17,6",30,4
2020-11-28,0,"17,3","32,4","4,5"
2020-11-29,"1,7","17,7","24,9","7,1"
2020-11-30,0,"12,7","26,7","5,8"
2020-12-01,"1,4","16,4","31,9",4
2020-12-02,15,"14,3","27,9","6,1"
2020-12-03,"0,1","10,3","26,8","6,7"
2020-12-04,0,"7,9","23,2","4,4"
2020-12-05,0,14,"27,1","4,8"
2020-12-06,0,12,"31,3","5,4"
2020-12-07,0,"13,9","33,5","4,8"
2020-12-08,0,"14,3","36,5","2,7"
2020-12-09,0,"19,9","35,5","4,5"
2020-12-10,"2,9","19,4","38,7","7,2"
2020-12-11,"0,1","14,6","27,1","5,4"
2020-12-12,0,"10,6","35,7","10,7"
2020-12-13,0,"15,8","26,9","7,1"
2020-12-14,0,"11,4","34,4","6,7"
2020-12-15,0,"11,8","27,9","4,1"
2020-12-16,0,"8,8","34,4","5,3"
2020-12-17,"4,9","18,7","37,6","10,2"
2020-12-18,"20,7",13,"31,9","11,3"
2020-12-19,"0,1","11,4","24,9",8
2020-12-20,0,"10,5","25,8","2,5"
2020-12-21,0,"12,3","33,3","3,9"
2020-12-22,0,19,"36,7","5,3"
2020-12-23,0,"22,5","37,7","4,4"
2020-12-24,1,17,37,"9,7"
2020-12-25,0,"17,8","33,4","4,1"
2020-12-26,0,"15,4","36,4","5,1"
2020-12-27,0,"21,4","34,1","5,6"
2020-12-28,"25,8",17,27,"7,2"
2020-12-29,"0,1","14,9",33,"4,6"
2020-12-30,0,"15,6","25,5","10,2"
2020-12-31,0,"10,2",32,"4,8"
2021-01-01,0,"18,9","35,4",6
2021-01-02,"13,6",18,"35,4","6,2"
2021-01-03,"15,3","17,8","26,9","3,2"
2021-01-04,"0,4","16,5",28,"9,2"
2021-01-05,"0,3",15,"19,9","6,2"
2021-01-06,"0,1","10,6",26,"3,5"
2021-01-07,"0,5",0,"32,1","2,9"
2021-01-08,"10,8","15,6","21,8","3,1"
2021-01-09,0,"10,4","29,5","3,4"
2021-01-10,0,"15,5",33,"3,5"
2021-01-11,"31,1",16,"24,9","6,4"
2021-01-12,0,"10,9","27,4","4,8"
2021-01-13,0,"14,4","29,2","3,4"
2021-01-14,0,"19,5","32,2","4,1"
2021-01-15,0,"17,9","28,9","4,5"
2021-01-16,"30,9","13,2","23,9","6,1"
2021-01-17,0,"10,2","28,1","3,7"
2021-01-18,0,11,"31,3","3,4"
2021-01-19,0,"16,5","32,8",4
2021-01-20,0,"15,4","33,7","4,4"
2021-01-21,0,"14,2","34,5","4,6"
2021-01-22,0,"13,4","35,2","4,8"
2021-01-23,0,"17,9","35,7","4,7"
2021-01-24,0,"18,2","36,9","4,6"
2021-01-25,"0,2","17,4","35,8","4,1"
2021-01-26,0,"17,8","32,3","4,4"
2021-01-27,0,"15,7",34,"3,7"
2021-01-28,"6,6","16,5","25,2","5,8"
2021-01-29,"0,9","14,7","30,6","4,3"
2021-01-30,"14,3","14,9","20,6","4,7"
2021-01-31,"27,3","12,8","15,9","5,4"
2021-02-01,"1,5","12,6",17,"3,1"
2021-02-02,"0,8","13,3","22,2","2,9"
2021-02-03,0,"10,8","26,1","3,4"
2021-02-04,"0,1","12,2","28,7","3,3"
2021-02-05,0,"9,9","30,8","3,9"
2021-02-06,0,"13,2","32,4","3,3"
2021-02-07,0,0,"32,6","3,8"
2021-02-08,"7,2","13,8","21,1","5,4"
2021-02-09,1,"14,3","20,6","4,3"
2021-02-10,0,"11,3","24,4","4,3"
2021-02-11,0,"12,9",28,"4,1"
2021-02-12,0,15,"28,7","3,9"
2021-02-13,"3,7","14,8","29,3","2,6"
2021-02-14,0,"14,8","31,4",4
2021-02-15,0,"16,8","23,4","3,9"
2021-02-16,0,"12,7","27,9","3,3"
2021-02-17,"8,9","14,1","32,1","6,9"
2021-02-18,3,"15,4","31,3","8,6"
2021-02-19,"1,2",14,"23,1","6,1"
2021-02-20,0,"11,5","28,5",4
2021-02-21,0,"16,8","32,1","3,5"
2021-02-22,0,17,"28,5","3,7"
2021-02-23,0,"13,2","29,9",4
2021-02-24,0,"12,1","32,6","4,2"
2021-02-25,0,"14,3","34,1",4
2021-02-26,0,"19,1","34,4","4,4"
2021-02-27,"7,7","19,4","32,6","5,8"
2021-02-28,"13,9","17,9","29,4","3,9"
2021-03-01,0,"18,4","29,5","3,2"
2021-03-02,"0,1","16,8",32,"3,3"
2021-03-03,0,"17,1","30,8","2,1"
2021-03-04,0,"16,3","32,4","3,1"
2021-03-05,0,"16,6",31,"4,5"
2021-03-06,0,"16,9","35,5","4,3"
2021-03-07,0,"19,5","35,2","3,1"
2021-03-08,0,"18,7","27,9","4,9"
2021-03-09,0,"13,3","33,3","3,7"
2021-03-10,0,0,"34,1",5
2021-03-11,"5,1",0,"22,5","1,4"
2021-03-12,"0,1","17,7","29,3","1,4"
2021-03-13,0,"15,1","30,9","2,8"
2021-03-14,"20,5","15,3","27,1","6,6"
2021-03-15,"35,6","15,2","27,4","10,4"
2021-03-16,"7,1","13,4","25,5","6,4"
2021-03-17,"1,3","12,6","15,4","4,1"
2021-03-18,"0,3","10,5","14,2","3,9"
2021-03-19,"0,5","13,2","20,9","2,7"
2021-03-20,7,"11,2","22,2",5
2021-03-21,"0,1","8,9","23,8","4,6"
2021-03-22,0,"11,9","26,2","1,9"
2021-03-23,0,"11,5","29,1","3,8"
2021-03-24,0,12,"28,5","3,6"
2021-03-25,"15,9","13,7",19,"4,6"
2021-03-26,"8,1",0,"17,8",6
2021-03-27,0,"6,8","21,6",5
2021-03-28,0,"3,4","23,5","2,5"
2021-03-29,0,"5,2",26,"3,5"
2021-03-30,0,"7,5","27,5","4,3"
2021-03-31,0,"8,4",27,"3,7"
2021-04-01,0,"9,2","24,8","4,1"
2021-04-02,0,"8,3","26,5","2,4"
2021-04-03,0,"13,3",28,"3,7"
2021-04-04,0,"11,8","28,7","3,9"
2021-04-05,0,"15,8","29,4","4,1"
2021-04-06,0,"17,5","31,6","3,3"
2021-04-07,0,"15,9","27,1","4,7"
2021-04-08,0,"17,7","25,7","5,7"
2021-04-09,"4,6",16,"17,8","4,4"
2021-04-10,"4,3","8,7","16,6","8,3"
2021-04-11,"0,1","7,9","22,3","3,9"
2021-04-12,0,"6,9",27,"3,1"
2021-04-13,0,"8,4","26,6","3,1"
2021-04-14,0,"6,6","27,2","2,7"
2021-04-15,0,"11,9",29,"2,9"
2021-04-16,0,"12,1","30,6","3,5"
2021-04-17,0,"14,2","30,6","2,8"
2021-04-18,0,"15,9","30,7","3,5"
2021-04-19,0,"16,2",30,"5,3"
2021-04-20,0,"17,3","29,2","6,2"
2021-04-21,"1,8","7,8","21,1","11,4"
2021-04-22,0,"5,3","21,6","3,7"
2021-04-23,"15,7","14,1",18,"3,2"
2021-04-24,0,"8,8","20,9","1,9"
2021-04-25,0,"4,2","21,4","3,5"
2021-04-26,0,"5,7","24,8","3,2"
2021-04-27,0,"8,8","26,4","3,7"
2021-04-28,0,"10,2","27,1","3,2"
2021-04-29,0,"6,3","27,7","4,3"
2021-04-30,0,"8,6","26,4","4,4"
2021-05-01,0,"10,5",26,"3,6"
2021-05-02,0,"8,8","26,6","3,6"
2021-05-03,0,10,"17,8","4,3"
2021-05-04,0,"4,2",13,"3,7"
2021-05-05,0,0,17,"1,7"
2021-05-06,0,"2,4","20,5","3,8"
2021-05-07,0,"5,3","20,3","3,4"
2021-05-08,0,"7,4","21,5","4,4"
2021-05-09,0,"6,7","20,1","4,1"
2021-05-10,0,"3,4",17,"3,3"
2021-05-11,0,"-0,5","20,7","2,5"
2021-05-12,0,"6,6","23,6","5,4"
2021-05-13,0,"3,5","23,5","5,2"
2021-05-14,0,"3,2","23,3","3,5"
2021-05-15,0,"6,4","21,8","3,1"
2021-05-16,0,6,"21,8","2,5"
2021-05-17,0,"3,3","21,2","3,5"
2021-05-18,0,"7,7","24,5",5
2021-05-19,0,"13,4","24,9","3,8"
2021-05-20,"0,9","10,1",15,"4,7"
2021-05-21,"9,2","5,1","11,4",6
2021-05-22,"0,1","3,6","13,2","10,8"
2021-05-23,0,"2,3","16,5","5,1"
2021-05-24,0,"4,1","23,2","4,2"
2021-05-25,0,3,"20,2","3,5"
2021-05-26,0,"1,9","24,2","3,2"
2021-05-27,0,"6,2","25,4","3,1"
2021-05-28,0,"5,6","19,2","6,4"
2021-05-29,0,"-0,2","14,9","2,7"
2021-05-30,0,"-1,3","18,5","2,5"
2021-05-31,0,0,"22,7","4,3"
2021-06-01,0,"3,9","17,5","3,3"
2021-06-02,0,"4,5","19,6","3,2"
2021-06-03,0,"6,3","24,8","5,7"
2021-06-04,0,"6,9","19,6","3,2"
2021-06-05,0,"3,6","16,6","3,6"
2021-06-06,0,"2,6","20,2","4,5"
2021-06-07,0,"2,3","15,5","2,5"
2021-06-08,0,"1,6","22,6","2,9"
2021-06-09,0,"4,6","19,9","4,1"
2021-06-10,0,"5,4","16,1","3,5"
2021-06-11,0,"2,6","23,1","4,9"
2021-06-12,0,"5,5","25,9","3,1"
2021-06-13,0,"6,1",27,"4,5"
2021-06-14,0,6,"11,6",4
2021-06-15,"0,8","-2,4","5,4","3,3"
2021-06-16,"16,6","0,2","2,4","3,5"
2021-06-17,"3,6","0,7","4,4","2,7"
2021-06-18,0,"-11,9","8,4","1,9"
2021-06-19,0,"-0,1","10,3",0
2021-06-20,"0,1","-1,8","14,5","0,1"
2021-06-21,0,"-1,3","16,4","0,3"
2021-06-22,"0,1","-2,5","17,2","0,2"
2021-06-23,0,"0,8","17,6","0,3"
2021-06-24,0,"2,9","18,5","0,3"
2021-06-25,0,"4,7","17,3","5,9"
2021-06-26,"3,2",-2,"9,3","6,7"
2021-06-27,0,"-3,4","7,1","7,7"
2021-06-28,0,"-4,1","9,3","5,3"
2021-06-29,0,"-4,4","15,2",3
2021-06-30,0,"-1,6","16,8","4,3"
2021-07-01,0,"-0,7",18,"4,2"
2021-07-02,0,"-1,3","16,8","3,5"
2021-07-03,0,"0,6",22,"3,6"
2021-07-04,0,-1,"21,8","3,9"
2021-07-05,0,1,"22,1","3,8"
2021-07-06,"5,6","2,4","24,5","6,3"
2021-07-07,"0,2","5,3",19,3
2021-07-08,0,"2,3","24,3","5,2"
2021-07-09,0,"5,2","23,4","3,2"
2021-07-10,0,"0,4","14,5","5,7"
2021-07-11,0,"1,4","22,3","3,7"
2021-07-12,0,"3,9","18,8","3,8"
2021-07-13,0,"3,5","16,4","3,5"
2021-07-14,"0,1","1,6","16,6","2,9"
2021-07-15,0,"-0,1","17,3","3,1"
2021-07-16,0,"2,3",23,"5,1"
2021-07-17,0,"-2,6","11,8","7,3"
2021-07-18,0,"-3,7","14,5","3,3"
2021-07-19,0,"-3,2","21,7",3
2021-07-20,0,0,"24,1","5,1"
2021-07-21,0,"0,5","22,5",4
2021-07-22,0,"4,4","25,8","5,3"
2021-07-23,0,"3,3","23,1","3,7"
2021-07-24,0,"1,4","15,9","4,3"
2021-07-25,0,"-1,2","15,2","2,6"
2021-07-26,0,"-2,2","13,1","6,7"
2021-07-27,0,"-3,7","11,9","6,8"
2021-07-28,0,"-5,6","12,4","3,9"
2021-07-29,0,-2,"18,4","3,2"
2021-07-30,0,"5,9","21,2","5,1"
2021-07-31,0,"-1,3","19,1","4,4"
2021-08-01,0,"-2,7","20,8",4
2021-08-02,0,"-0,6","24,5",3
2021-08-03,0,"0,6","23,7","3,7"
2021-08-04,0,"0,7",26,"4,4"
2021-08-05,0,"2,5",28,"5,1"
2021-08-06,0,"9,6","28,6","4,4"
2021-08-07,0,"4,5","18,9","4,8"
2021-08-08,0,"5,2","11,1","4,7"
2021-08-09,0,"-1,5","12,8","2,5"
2021-08-10,0,"-1,9","16,9","2,9"
2021-08-11,0,"0,2","17,1","3,7"
2021-08-12,0,-5,"18,5","4,2"
2021-08-13,0,0,"19,3","2,8"
2021-08-14,0,"0,2","21,4","4,4"
2021-08-15,0,"-0,8","23,6","3,2"
2021-08-16,0,"8,3","25,6",4
2021-08-17,0,"4,5","23,8","2,7"
2021-08-18,0,5,"26,1","4,4"
2021-08-19,0,"8,6",20,7
2021-08-20,0,"8,1","18,6","5,2"
2021-08-21,0,"8,3","24,4","7,5"
2021-08-22,0,"1,8",19,"3,9"
2021-08-23,0,"2,2","12,6","4,4"
2021-08-24,0,"-5,9","16,7","2,8"
2021-08-25,0,"-2,8","20,4","3,6"
2021-08-26,0,"1,4","24,1","4,6"
2021-08-27,0,"4,4","19,5",6
2021-08-28,0,"6,1","24,8","4,2"
2021-08-29,0,6,"28,8","3,5"
2021-08-30,0,11,"31,3","4,6"
2021-08-31,0,"11,8","33,2","3,4"
2021-09-01,"1,5","13,1","18,9","4,7"
2021-09-02,"23,5","11,7","15,3","5,2"
2021-09-03,0,11,"19,9","5,4"
2021-09-04,"1,8","9,6","19,3","6,3"
2021-09-05,"0,1","3,9","21,3","6,7"
2021-09-06,0,"10,8","23,3","6,5"
2021-09-07,"20,4","7,7","12,9","10,6"
2021-09-08,25,"6,7",11,"8,9"
2021-09-09,0,"2,6","16,6","4,5"
2021-09-10,0,"1,9","23,6","4,7"
2021-09-11,0,"9,2","28,5","6,8"
2021-09-12,0,12,"22,7","6,2"
2021-09-13,0,"4,8","12,5","8,6"
2021-09-14,0,0,"17,5","3,7"
2021-09-15,0,"0,8","24,3","3,2"
2021-09-16,0,"3,7",26,"4,8"
2021-09-17,0,9,"28,2","4,1"
2021-09-18,0,"7,2","29,8","4,8"
2021-09-19,0,"9,8","25,1","7,6"
2021-09-20,"18,6","6,2","16,3","5,8"
2021-09-21,"0,1",2,"19,9","6,4"
2021-09-22,0,"10,3","19,8","4,6"
2021-09-23,0,"3,5","23,7","3,5"
2021-09-24,0,"4,1","28,7","4,3"
2021-09-25,0,"10,5","31,3","6,4"
2021-09-26,0,"10,8","21,7","4,6"
2021-09-27,0,"6,1","16,8","4,7"
2021-09-28,0,"7,9","16,6","5,8"
2021-09-29,0,"6,8","29,1","4,3"
2021-09-30,0,9,22,"7,8"
2021-10-01,0,"2,7","25,3","6,9"
2021-10-02,0,"3,6","18,8","9,4"
2021-10-03,0,"-0,1","18,7","4,2"
2021-10-04,0,"2,6","24,4","3,7"
2021-10-05,0,"6,7","27,8","8,2"
2021-10-06,0,"5,5","15,5","6,3"
2021-10-07,0,"1,2","24,5","4,1"
2021-10-08,"0,2","12,8","23,4","5,2"
2021-10-09,0,"8,4","24,8","5,5"
2021-10-10,"3,9","11,2","17,4","3,5"
2021-10-11,"0,1","8,1","26,3","3,7"
2021-10-12,"1,1","8,5","29,5","4,6"
2021-10-13,"15,5","12,8","23,1","6,3"
2021-10-14,"0,5","4,1","19,2","11,5"
2021-10-15,0,"0,4","17,8","3,1"
2021-10-16,0,"1,3",25,"3,4"
2021-10-17,0,"9,9","22,7","4,9"
2021-10-18,0,"2,9","24,5","2,4"
2021-10-19,0,"6,4","29,2","4,5"
2021-10-20,0,"10,9","30,5",5
2021-10-21,0,"10,7","32,4","3,9"
2021-10-22,0,"14,2","22,2","6,4"
2021-10-23,0,"8,7","22,9","7,1"
2021-10-24,0,"5,9",30,"3,1"
2021-10-25,0,"18,5","36,2","5,6"
2021-10-26,0,"10,4","35,5","4,8"
2021-10-27,0,"11,9","34,7","2,9"
2021-10-28,0,"12,9","36,8","4,3"
2021-10-29,0,"18,9","36,9","5,9"
2021-10-30,0,"16,6","32,7","7,5"
2021-10-31,"3,3","8,3","15,9","5,9"
2021-11-01,"8,3","8,4","13,8","3,6"
2021-11-02,0,"12,2","24,5","4,4"
2021-11-03,0,"10,3","30,9","5,1"
2021-11-04,"0,7","8,4","18,5","7,3"
2021-11-05,0,"7,1","19,5","4,1"
2021-11-06,"1,7","8,6","20,7","3,7"
2021-11-07,0,"6,1","27,8","3,5"
2021-11-08,0,"11,4","30,9","4,2"
2021-11-09,"27,6","13,5","21,6","6,1"
2021-11-10,"0,2","13,7","26,1",4
2021-11-11,0,"12,2","29,4","3,9"
2021-11-12,0,"15,3","30,6","3,9"
2021-11-13,"5,5","10,5","27,8","9,7"
2021-11-14,0,"6,6",29,"4,5"
2021-11-15,0,"12,2","30,6","8,7"
2021-11-16,"0,2","8,9","17,9","5,5"
2021-11-17,0,"2,9","24,9",3
2021-11-18,0,"10,8","29,6","6,7"
2021-11-19,0,8,"30,5","5,1"
2021-11-20,0,"13,4","34,4","3,4"
2021-11-21,0,"14,9","36,2","7,7"
2021-11-22,0,"16,9","30,9","5,7"
2021-11-23,0,15,"35,5","3,8"
2021-11-24,"14,2","16,5","34,5","10,4"
2021-11-25,0,"14,8","27,9","5,7"
2021-11-26,0,"11,5","34,4","4,4"
2021-11-27,"0,3","15,2","28,1","7,7"
2021-11-28,"0,1","12,4",26,"5,5"
2021-11-29,0,"10,3","31,4","2,6"
2021-11-30,"11,5","12,6","30,4",11
2021-12-01,"2,7","13,1","28,1","3,7"
2021-12-02,"5,2","16,1","31,7","3,8"
2021-12-03,"6,5","15,7","23,2","5,4"
2021-12-04,"5,2","14,7","18,2","4,1"
2021-12-05,"0,2","13,9","18,5","3,3"
2021-12-06,0,"15,6","28,8","5,6"
2021-12-07,0,"18,5","31,8","4,3"
2021-12-08,"2,9","17,5","25,5","8,4"
2021-12-09,"11,3","15,4",19,"3,8"
2021-12-10,"10,4","15,6",25,"3,5"
2021-12-11,0,"16,2","31,8","3,8"
2021-12-12,"27,7","14,4","22,7","7,5"
2021-12-13,"18,8","13,1","25,3",5
2021-12-14,"19,1","13,3","19,2","5,6"
2021-12-15,"0,1","11,2",28,"5,2"
2021-12-16,0,"15,4","31,9","4,6"
2021-12-17,0,"18,9","31,4","4,7"
2021-12-18,0,"16,7",35,"3,3"
2021-12-19,0,"18,9","34,8","4,5"
2021-12-20,"3,2","19,1","38,2","6,5"
2021-12-21,0,"17,4","30,2","4,7"
2021-12-22,0,"18,2","30,4","3,3"
2021-12-23,0,"14,5","34,3","2,5"
2021-12-24,0,"18,8","32,2","5,5"
2021-12-25,0,"14,5","32,1","4,1"
2021-12-26,0,"16,5","35,3","4,5"
2021-12-27,0,"18,1","32,5","2,9"
2021-12-28,16,"18,5",34,"3,8"
2021-12-29,"0,1",18,"37,2","4,7"
2021-12-30,"1,1","18,8","29,2","6,1"
2021-12-31,0,"14,7","34,7","3,6"
2022-01-01,"7,5","18,2","27,5","4,6"
2022-01-02,0,"12,7","37,7","5,3"
2022-01-03,"7,7","17,6","32,8","3,5"
2022-01-04,0,"16,8","30,6","4,4"
2022-01-05,0,"12,8","31,2","4,4"
2022-01-06,0,"15,2","33,5","4,6"
2022-01-07,"0,1","17,9","30,6","4,1"
2022-01-08,0,"14,2","35,4","3,8"
2022-01-09,0,"20,3","38,2","4,5"
2022-01-10,0,"16,6","37,9","3,4"
2022-01-11,0,"18,8","39,7","3,7"
2022-01-12,"4,1","24,7","40,2","3,6"
2022-01-13,0,"21,3","40,9","5,2"
2022-01-14,0,"20,8","39,4","3,7"
2022-01-15,"3,5","21,8",39,"5,8"
2022-01-16,"0,1","20,2","29,4","5,7"
2022-01-17,"3,3","13,7",21,"4,2"
2022-01-18,"5,1","10,5","13,8","3,8"
2022-01-19,0,0,"24,6","5,5"
2022-01-20,0,"20,1",33,"4,1"
2022-01-21,"1,4","21,6","26,7","4,9"
2022-01-22,68,"18,6","25,5","4,7"
2022-01-23,0,"19,6","27,2","4,8"
2022-01-24,0,"19,9","29,7","4,6"
2022-01-25,40,"19,3","31,7","4,9"
2022-01-26,0,19,28,"5,2"
2022-01-27,"1,3","15,4","23,8","5,3"
2022-01-28,0,"13,2","29,4","4,6"
2022-01-29,0,"15,5","33,1","3,4"
2022-01-30,0,"19,6","33,3","4,6"
2022-01-31,0,"14,8","25,9","4,2"
2022-02-01,0,"14,6",35,4
2022-02-02,"7,9","17,1","24,9","4,8"
2022-02-03,"0,1","14,5","31,3","4,9"
2022-02-04,"1,2","15,6",28,"7,5"
2022-02-05,"0,2","11,7",21,"4,9"
2022-02-06,0,"7,3","25,5","2,8"
2022-02-07,0,"6,5","28,6","4,1"
2022-02-08,0,"10,7","32,1",4
2022-02-09,0,"14,2","34,2","5,2"
2022-02-10,0,"18,4","34,9",6
2022-02-11,"18,4","13,5","17,5","8,1"
2022-02-12,"0,1","7,4","21,7","3,9"
2022-02-13,0,"6,3","29,3","4,2"
2022-02-14,0,"16,9","32,6","3,2"
2022-02-15,0,"16,8","34,6","3,9"
2022-02-16,0,"16,2",29,"5,9"
2022-02-17,0,"15,3","28,2",5
2022-02-18,0,"14,2","31,5","6,1"
2022-02-19,"5,1","14,1","27,4","6,2"
2022-02-20,0,"13,8","30,6","4,1"
2022-02-21,1,"14,5",20,"5,3"
2022-02-22,"10,1","15,4","21,2","3,9"
2022-02-23,"0,8","15,3","26,3","7,7"
2022-02-24,"4,3","11,8","24,8","6,5"
2022-02-25,0,"10,4",30,"3,6"
2022-02-26,0,"18,7","33,6","3,8"
2022-02-27,0,17,"26,4","4,2"
2022-02-28,"0,1","11,3","27,2","3,3"
2022-03-01,0,"9,8","33,7","5,6"
2022-03-02,0,"13,8","29,7","3,5"
2022-03-03,0,"13,2","34,7","4,9"
2022-03-04,"0,7","17,3","28,4","5,1"
2022-03-05,"2,3",20,"24,6","4,6"
2022-03-06,"4,5","17,3","26,7","3,1"
2022-03-07,"0,1","14,2","26,2","3,5"
2022-03-08,0,"12,3","31,4","4,1"
2022-03-09,0,"15,5","23,8","5,2"
2022-03-10,0,"10,9","25,2","3,5"
2022-03-11,0,"5,9","24,3","3,4"
2022-03-12,0,10,"30,5","3,8"
2022-03-13,0,"13,9","28,5","3,1"
2022-03-14,0,"10,1","32,9","3,7"
2022-03-15,0,"11,3","30,9","2,7"
2022-03-16,0,12,"35,5","4,4"
2022-03-17,"0,9","15,3","27,5","6,7"
2022-03-18,7,11,"21,3","4,1"
2022-03-19,0,"7,3","24,1",4
2022-03-20,0,"10,7","24,4","4,5"
2022-03-21,0,"14,2","28,1","3,9"
2022-03-22,0,"13,8","27,9","4,7"
2022-03-23,"11,3","7,7",32,"11,5"
